Name,Age,City_Tier,Job_Type,Monthly_Income,EMI_Amount,Active_Loans,Credit_Utilization(%),UPI_Transactions,Bill_Payment_History(%),Bank_Balance_Variance,Is_MSME,GST_Revenue,Invoice_Defaults,Credit_Score
Upasna Dyal,27,2,Salaried,29734,3270,0,80,46,81,47,0,0,0,705
Finn Sangha,56,2,Student,28265,10458,1,16,49,96,23,0,0,0,785
Ishaan Borra,40,1,Salaried,16443,7563,0,79,49,91,14,0,0,0,677
Quincy Raj,21,1,Salaried,35294,8470,4,99,56,70,27,0,0,0,588
Mahika Bal,28,1,Student,37889,13640,1,59,59,94,47,0,0,0,693
Lakshit Issac,36,3,Self-Employed,29785,17573,3,63,47,72,24,0,0,0,593
Henry Mohan,34,2,Salaried,16218,3243,1,68,58,72,6,0,0,0,682
Alka Kulkarni,32,1,Salaried,51584,34045,1,86,54,95,19,0,0,0,615
Lohit Pandya,43,2,Student,15641,6882,0,10,40,70,37,0,0,0,713
Hredhaan Shankar,35,2,Salaried,19364,11812,2,45,57,78,39,0,0,0,627
Elijah Jain,48,3,Salaried,21821,1309,3,85,59,99,25,1,242977,1,801
Elijah Agarwal,54,1,Salaried,27118,2711,1,70,48,98,12,0,0,0,786
Tanvi Mallick,22,3,Salaried,18531,12045,0,18,40,81,43,0,0,0,650
Sai Naidu,52,2,Salaried,19263,577,1,23,44,96,28,0,0,0,839
Nidra Modi,43,3,Salaried,10309,5051,1,86,55,88,16,1,113672,1,653
Qushi Thakkar,42,1,Student,10000,5400,0,89,53,79,33,0,0,0,631
Michael Prabhakar,45,1,Salaried,32793,20003,1,67,48,76,46,0,0,0,628
Dhruv Prabhakar,42,3,Student,34715,22564,0,61,47,72,30,1,246961,0,673
Lipika Srinivas,42,3,Self-Employed,81081,20270,0,15,57,95,32,0,0,0,795
Deepa Devan,26,1,Self-Employed,24248,5092,0,96,47,79,15,0,0,0,663
Niharika De,35,2,Salaried,13023,2995,0,48,57,85,36,0,0,0,734
Charita Bose,57,1,Salaried,11334,226,1,31,52,96,46,0,0,0,842
Chaaya Gupta,53,1,Salaried,15100,1359,1,49,46,95,47,0,0,0,801
Anirudh Mann,28,1,Salaried,26953,15363,0,90,52,93,38,0,0,0,628
Hredhaan Lata,25,1,Self-Employed,14246,4558,0,92,52,89,42,0,0,0,663
Raksha Pandey,59,2,Self-Employed,33535,1676,2,17,48,91,11,0,0,0,833
Yuvraj Naidu,24,1,Self-Employed,29416,10295,2,46,54,85,15,0,0,0,674
Darpan Shanker,26,1,Salaried,26766,5353,4,36,40,84,18,0,0,0,695
Sanaya Puri,52,3,Salaried,10228,3579,0,31,46,76,42,0,0,0,737
Omaja Swaminathan,50,1,Self-Employed,40745,27299,0,16,51,79,21,0,0,0,691
Dipta Mangat,55,2,Self-Employed,73714,39805,0,28,54,89,8,1,452722,0,783
Yashoda Tripathi,36,3,Salaried,12890,9023,2,16,49,80,24,1,231091,0,694
Geetika Dubey,33,1,Self-Employed,17259,10873,0,20,44,71,15,0,0,0,651
Priya Sama,50,1,Salaried,12547,752,2,39,56,72,9,0,0,0,756
Ryan Shah,39,2,Self-Employed,24865,6713,0,19,47,93,16,1,78417,0,778
Pahal Kant,37,2,Salaried,28769,9206,0,65,49,71,24,0,0,0,674
Vedika Dave,39,2,Salaried,21263,6378,0,28,54,91,32,0,0,0,759
Manan Kumer,48,2,Salaried,39751,3975,0,45,33,99,17,0,0,0,813
Edhitha Balasubramanian,46,3,Self-Employed,44992,26095,2,91,49,84,38,1,197636,2,617
Bina Oak,57,1,Self-Employed,11104,4219,0,30,48,96,16,1,442096,0,831
Dipta Gara,46,3,Salaried,24208,10893,0,56,36,72,38,0,0,0,674
Bhavini Bail,43,1,Salaried,27072,18950,1,45,52,74,26,1,353144,0,674
Krisha Thakur,29,1,Salaried,25565,12782,0,28,53,76,18,0,0,0,672
Geetika Arora,32,1,Salaried,18626,2421,1,48,37,71,31,0,0,0,711
Zashil Sur,21,2,Salaried,25683,16950,0,34,45,73,22,0,0,0,615
Advika Misra,21,3,Salaried,10357,1139,0,43,57,82,44,0,0,0,734
Aachal Nazareth,54,1,Student,46250,13875,0,13,46,79,12,0,0,0,775
Pranav Shenoy,52,1,Self-Employed,19157,9578,1,15,51,71,27,0,0,0,703
Mohini Kalita,45,1,Self-Employed,16531,5455,1,69,38,98,46,0,0,0,726
Madhavi Bhandari,21,1,Salaried,10000,300,0,91,63,87,35,0,0,0,712
Mitali Mangal,36,3,Salaried,52542,19965,0,19,43,86,34,1,213188,2,787
Chanakya Mukherjee,59,3,Salaried,59686,2984,1,20,58,78,49,1,291087,0,864
Balhaar Muni,25,3,Salaried,23649,8277,0,29,56,90,32,0,0,0,722
Tanish Bhatia,42,2,Self-Employed,11307,2487,0,26,41,74,12,0,0,0,748
Samar Sheth,49,2,Salaried,18989,12152,0,79,52,78,47,0,0,0,630
Praneel Krishnan,23,1,Salaried,20472,5936,1,82,60,99,33,0,0,0,686
Tarak Chopra,32,2,Student,15057,7980,1,93,35,98,28,0,0,0,640
Jagdish Pingle,46,2,Self-Employed,26303,5523,0,35,57,76,29,0,0,0,751
Sudiksha Peri,36,3,Self-Employed,32093,8665,2,64,48,99,11,0,0,0,720
Upasna Bora,57,3,Salaried,22036,7271,0,11,47,98,41,1,270992,1,864
Pranit Kakar,42,3,Salaried,10000,4100,1,73,57,84,38,0,0,0,673
Ira Karpe,49,1,Salaried,17507,2626,0,50,47,80,44,0,0,0,761
Harish Reddy,34,1,Salaried,18412,6075,1,90,43,93,40,0,0,0,676
Ansh Deep,48,3,Salaried,18262,4017,2,37,36,78,9,0,0,0,735
Leena Pall,25,2,Salaried,45098,13980,2,66,49,75,9,1,88291,0,643
Saanvi Raval,50,2,Salaried,20067,8428,1,40,54,82,30,1,85316,0,713
Balvan Konda,25,1,Salaried,28529,8558,2,59,44,86,20,0,0,0,674
Charvi Solanki,32,3,Salaried,49586,2479,0,34,48,96,41,0,0,0,801
Aryan Lad,36,2,Salaried,21726,5866,0,37,40,78,9,0,0,0,725
Arjun Dayal,46,2,Salaried,22040,1763,1,86,40,72,17,0,0,0,708
Rayaan Puri,46,3,Self-Employed,23410,14280,0,33,68,97,10,0,0,0,715
Ekbal Gill,41,1,Salaried,48135,10108,1,23,46,79,14,1,370891,2,801
Pushti Parmer,59,2,Self-Employed,88880,41773,2,24,47,87,34,0,0,0,734
Advay Chokshi,56,2,Student,23156,15977,0,65,41,98,33,1,154138,0,686
Turvi Bobal,53,2,Salaried,42365,10167,1,13,41,71,10,0,0,0,759
Ubika Parmar,50,1,Salaried,41781,3342,0,38,61,84,19,1,426068,1,847
Girik Loke,57,2,Salaried,42488,2124,1,23,47,79,9,0,0,0,810
Balveer Kamdar,43,2,Salaried,32747,15391,1,70,45,84,15,1,402915,0,715
Qarin Randhawa,30,2,Self-Employed,22667,12466,0,71,52,91,36,0,0,0,651
Sara Sridhar,25,3,Student,49176,19178,2,61,52,95,19,0,0,0,672
Faraj Nagi,56,1,Self-Employed,10000,6200,1,13,44,79,37,0,0,0,704
Victor Kumar,54,3,Self-Employed,16349,4577,0,41,63,98,40,1,63194,2,789
Abeer Ram,51,2,Self-Employed,40279,7653,0,56,51,85,20,0,0,0,761
Henry Tandon,30,2,Salaried,12637,0,0,92,57,87,16,1,159575,1,732
Hitesh Magar,39,1,Salaried,60747,32803,0,68,63,80,20,0,0,0,649
Baghyawati Aggarwal,52,1,Salaried,12238,6975,0,59,52,86,20,0,0,0,685
Girindra Narula,21,3,Salaried,36747,8084,1,94,48,76,31,0,0,0,639
Bhavini Palla,25,1,Self-Employed,11657,7110,0,79,60,77,14,0,0,0,594
Anay Tandon,24,3,Salaried,34176,4442,0,50,50,84,48,0,0,0,732
Hemani Keer,36,1,Salaried,13749,9211,1,57,43,86,9,0,0,0,631
George Memon,44,3,Salaried,32590,12710,2,45,45,75,6,1,401011,1,730
Nandini Deshpande,36,2,Student,22542,0,0,76,42,98,11,0,0,0,780
Laban Dugar,22,2,Student,28020,7845,0,47,39,76,20,0,0,0,685
Neel Mani,48,1,Student,30036,1201,2,24,58,85,27,0,0,0,798
Ansh Chandran,52,1,Student,34833,348,1,77,61,78,41,1,386781,1,803
Diya Yohannan,47,1,Self-Employed,22892,3662,2,22,38,90,15,0,0,0,784
Hemani Prakash,40,2,Salaried,22977,3676,0,13,52,81,10,1,191741,0,783
Shivani Rau,44,2,Salaried,20468,1228,0,23,53,71,30,0,0,0,780
Azad Tiwari,32,2,Salaried,18809,12225,0,15,41,75,32,1,108239,0,658
Manan Rastogi,55,3,Self-Employed,40828,11023,0,19,54,75,11,0,0,0,768
Akshay Master,53,2,Student,24513,7108,3,65,44,90,31,0,0,0,715
Ganga Narayan,53,1,Salaried,19362,1742,0,55,44,81,7,0,0,0,777
Jyoti Modi,57,1,Salaried,35719,12501,1,67,47,95,6,0,0,0,738
Hritik Bala,32,3,Salaried,31787,7311,1,61,43,79,12,0,0,0,694
Pavani Manda,23,1,Salaried,42005,22682,1,78,54,72,16,0,0,0,586
Girindra Edwin,21,2,Salaried,15082,9954,2,93,51,80,41,0,0,0,550
Chasmum Goel,53,1,Salaried,11949,4421,2,26,44,90,48,0,0,0,748
Noah Rama,30,1,Salaried,23630,10869,1,21,47,98,7,0,0,0,723
Janaki Ray,49,2,Self-Employed,10000,4500,0,67,46,81,24,0,0,0,686
Teerth Bir,33,2,Salaried,20039,8215,0,25,40,91,29,0,0,0,730
Darpan Mannan,32,2,Salaried,16408,8039,0,32,54,70,42,0,0,0,663
Balveer Wadhwa,51,2,Salaried,15784,7734,1,42,42,90,48,0,0,0,715
Pranit Prabhu,22,1,Self-Employed,10000,6200,0,78,51,74,30,1,454977,1,632
Vasudha Oak,55,1,Self-Employed,26272,13398,1,40,45,91,23,0,0,0,721
Ojasvi Maharaj,43,2,Salaried,24003,8641,1,12,61,86,33,0,0,0,749
Dhriti Luthra,37,2,Salaried,20805,13939,0,81,55,82,49,0,0,0,610
Girik Radhakrishnan,46,1,Salaried,35644,24594,1,18,42,86,38,1,432917,2,732
Netra Dugar,28,2,Salaried,23779,5231,1,23,53,81,5,0,0,0,731
Lohit Mandal,49,2,Salaried,23946,8620,1,14,42,86,30,0,0,0,757
Tejas Khare,46,1,Self-Employed,31649,17090,2,68,47,82,48,0,0,0,644
Zansi Shanker,30,2,Salaried,24421,15629,2,19,58,81,47,0,0,0,645
Rehaan Yohannan,46,2,Self-Employed,19754,10074,2,17,38,92,22,0,0,0,721
Tarak Gala,54,1,Salaried,18342,11738,2,75,46,95,18,0,0,0,657
Brijesh Rau,27,2,Student,12545,752,0,23,53,98,25,0,0,0,806
Karan Ram,24,2,Self-Employed,21363,1922,0,27,49,86,9,0,0,0,767
Radha Anne,31,3,Self-Employed,37937,16312,0,10,56,94,9,0,0,0,743
Bishakha Dara,49,2,Student,27076,14350,0,19,50,87,26,0,0,0,730
Timothy Pandey,56,1,Salaried,17477,11185,0,63,50,93,42,0,0,0,688
Yashasvi Raj,45,1,Self-Employed,33060,8926,0,14,57,81,11,0,0,0,769
Yasti Natt,41,3,Student,27122,5424,1,20,43,99,49,0,0,0,796
Kamala Subramanian,56,3,Salaried,16952,3390,1,26,50,74,26,0,0,0,765
Lavanya Pall,30,1,Salaried,43196,12958,0,38,54,84,38,1,498074,0,770
Ranveer Sathe,57,1,Self-Employed,11650,6407,2,78,45,73,37,0,0,0,633
Laksh Dass,29,2,Student,21792,5448,1,30,40,97,37,0,0,0,752
Aarush Sehgal,44,2,Self-Employed,14552,1891,2,81,46,83,6,0,0,0,712
Chandresh Bail,55,1,Self-Employed,37131,15966,0,71,47,76,13,1,443997,1,736
Qadim Kale,55,2,Salaried,12206,4760,1,48,54,77,46,0,0,0,709
Banjeet Pandit,56,1,Self-Employed,13909,9179,0,32,58,90,42,0,0,0,709
Kashvi Mitter,38,1,Salaried,66198,13901,1,65,48,78,40,0,0,0,702
Charles Narula,59,1,Student,22898,14425,1,16,56,72,43,0,0,0,690
Qarin Subramanian,52,2,Student,31918,2872,1,38,54,85,5,0,0,0,790
Bhanumati Roy,44,3,Student,22209,8883,1,34,40,70,49,0,0,0,689
Mohini Chander,43,2,Salaried,18689,2990,1,76,49,90,34,0,0,0,733
Maanas Ramesh,52,1,Salaried,31142,18062,2,53,64,88,46,0,0,0,673
Tanish Sankaran,57,3,Salaried,21817,8290,0,25,45,79,32,0,0,0,752
Ronith Keer,32,1,Salaried,15914,477,1,46,50,79,38,1,236986,0,799
Prisha Nath,33,3,Salaried,33767,16208,0,67,53,95,8,0,0,0,682
Chaman Kala,43,3,Student,38409,21124,3,94,46,89,20,0,0,0,615
Dipta Bajaj,45,1,Self-Employed,31790,4768,3,71,47,76,13,1,466890,2,746
Diya Peri,55,1,Self-Employed,32276,20011,2,56,48,96,14,0,0,0,683
Madhav Sama,50,3,Self-Employed,25425,16272,0,15,52,97,29,0,0,0,734
Nidra Mukhopadhyay,37,2,Self-Employed,32385,10363,1,57,58,85,36,1,388580,0,750
Jeremiah Patel,40,1,Self-Employed,14535,6395,0,26,56,80,30,0,0,0,712
Jagrati De,45,3,Self-Employed,27170,271,0,31,64,73,46,0,0,0,788
Jeremiah Mistry,42,1,Self-Employed,23079,15001,0,27,49,86,20,0,0,0,685
Yashodhara Verma,33,1,Student,15832,3958,1,10,50,73,39,0,0,0,731
Nitesh Luthra,39,2,Self-Employed,54756,37781,1,93,43,74,38,0,0,0,572
Gunbir Bala,56,2,Salaried,25634,6152,1,65,56,79,26,1,357901,1,778
Elijah Dara,32,1,Salaried,14384,4746,0,55,52,82,15,0,0,0,696
Hemangini Memon,39,1,Self-Employed,20878,13988,1,94,47,83,39,0,0,0,593
Rachana Grover,32,2,Salaried,25491,11980,2,59,53,72,27,1,386516,3,624
Harita Vora,29,2,Salaried,39034,15223,2,43,55,99,15,0,0,0,705
Nidra Bath,27,3,Student,30178,13881,1,87,61,86,5,1,273430,0,678
Anita Nori,48,2,Salaried,26042,12239,0,10,37,87,45,0,0,0,750
David Rout,34,2,Salaried,27910,8931,5,31,43,74,28,0,0,0,659
Aarini Sarkar,51,1,Student,21068,2106,0,62,57,76,31,1,379999,1,805
Prisha Kibe,39,3,Salaried,21857,13551,0,42,66,73,41,0,0,0,645
Janani Bhattacharyya,36,1,Self-Employed,41636,24148,1,64,66,95,18,1,423913,0,710
Gautami Sarna,25,2,Salaried,64959,8444,0,82,55,98,34,0,0,0,729
Tanish Kothari,55,3,Salaried,56342,20846,0,90,60,80,7,1,334952,0,737
Abha Bains,32,3,Self-Employed,12803,2944,1,74,47,84,49,0,0,0,691
Wakeeta Ahuja,45,2,Self-Employed,15416,1387,1,15,50,94,6,0,0,0,820
Leena Parmar,41,2,Student,18319,7693,0,34,57,97,40,0,0,0,744
Vasatika Pall,56,3,Salaried,27045,11358,0,98,50,73,36,0,0,0,657
Jack Sani,43,3,Self-Employed,11630,2326,0,37,48,93,7,0,0,0,780
Mekhala Comar,36,2,Self-Employed,16773,4528,0,98,56,70,22,1,116202,3,598
Pooja Iyengar,59,2,Salaried,27462,11259,0,71,55,74,32,1,225199,0,743
Qabil Sha,59,1,Student,14260,4278,0,57,45,72,33,1,261415,0,775
Varsha Lanka,34,2,Salaried,27618,8561,0,30,37,90,6,0,0,0,744
Bhavini Kamdar,51,1,Self-Employed,35868,4662,0,34,44,78,27,0,0,0,781
Keya Behl,25,2,Self-Employed,38510,16559,0,85,46,78,36,0,0,0,626
Bhavani Dutt,55,2,Salaried,26958,18061,1,44,57,93,15,0,0,0,689
Chavvi Dey,43,1,Salaried,34028,11229,2,83,45,80,5,0,0,0,662
Girik Gade,49,1,Salaried,12398,2727,2,26,44,79,42,0,0,0,749
Aachal Choudhary,31,1,Salaried,29873,1792,0,77,39,87,32,0,0,0,736
Harita Mukherjee,38,1,Self-Employed,55378,37103,0,46,66,79,15,0,0,0,641
Rehaan Setty,32,2,Self-Employed,10244,4200,1,28,47,77,40,0,0,0,687
Chanakya Biswas,29,3,Salaried,34911,1396,1,22,37,70,49,0,0,0,748
Megha Mandal,30,2,Self-Employed,27638,10502,1,18,49,98,21,0,0,0,742
Wishi Shenoy,37,1,Salaried,43658,27941,0,15,46,92,37,0,0,0,702
Dhruv Sachar,58,1,Salaried,12617,0,0,60,52,92,32,0,0,0,820
Kevin Barman,27,2,Salaried,14135,141,3,89,59,89,14,0,0,0,702
Tristan Chana,33,2,Self-Employed,44854,22427,1,37,54,80,39,0,0,0,668
Nachiket Savant,29,2,Self-Employed,10000,5500,2,62,53,99,17,0,0,0,654
Tristan Dasgupta,47,1,Salaried,10000,6000,0,74,52,76,48,0,0,0,636
Shivani Golla,22,1,Salaried,35882,13993,1,96,50,88,49,0,0,0,628
Rachita Nazareth,25,1,Salaried,10000,5000,1,38,52,84,28,1,225515,1,711
Unnati Bhavsar,49,2,Salaried,26902,0,3,70,55,70,43,0,0,0,721
Tarak Iyer,57,3,Salaried,10000,1200,2,82,53,90,28,0,0,0,749
Omisha Sha,58,3,Salaried,25668,17710,0,34,32,85,28,0,0,0,694
Divya Sachdev,39,2,Self-Employed,20434,2656,0,15,46,75,25,1,419508,1,824
Falguni Mody,28,3,Salaried,60289,33158,0,12,54,77,39,0,0,0,678
Tanvi Kant,21,3,Self-Employed,11856,8062,0,57,51,95,44,0,0,0,632
Odika Ghose,42,2,Self-Employed,18577,0,2,42,39,75,31,1,480736,1,808
Neel Rege,37,2,Self-Employed,25782,10828,1,93,60,97,6,1,343241,0,718
Rachita Agate,27,3,Self-Employed,10306,1133,0,63,53,88,28,0,0,0,736
Caleb Kuruvilla,45,1,Salaried,13849,9555,1,16,43,70,43,0,0,0,651
Thomas Arya,24,1,Self-Employed,45214,9947,0,46,46,82,29,0,0,0,714
Damini Mitter,56,3,Self-Employed,21380,4489,0,38,34,72,11,0,0,0,757
Abhiram Wadhwa,26,2,Salaried,14232,3842,0,18,41,70,19,0,0,0,711
Ridhi Kaul,51,3,Salaried,25481,8408,1,64,41,99,36,0,0,0,743
Baljiwan Vasa,39,3,Salaried,18279,1279,2,58,54,79,29,0,0,0,731
Ubika Bhagat,59,1,Salaried,18949,10611,0,78,46,91,29,0,0,0,690
Chandran Narang,47,2,Salaried,46961,16905,0,61,61,86,7,0,0,0,717
Eshana Zachariah,30,2,Self-Employed,25712,4628,1,21,57,76,20,1,498420,2,785
Kabir Mahal,46,1,Salaried,36197,15564,1,41,50,77,14,0,0,0,693
Tanvi Bassi,39,1,Salaried,25729,7718,1,58,43,97,37,0,0,0,731
Maanas Agarwal,59,2,Salaried,15986,8792,2,87,49,78,28,0,0,0,637
Jagvi Kara,23,1,Self-Employed,22504,7876,3,91,48,84,28,0,0,0,615
Anthony Seth,33,1,Self-Employed,42038,12191,2,89,43,80,35,0,0,0,648
Gautami Thaman,48,1,Salaried,13936,2787,1,78,41,88,8,0,0,0,728
Kashish Hans,40,2,Salaried,19663,12387,1,94,51,80,40,0,0,0,596
Tripti Savant,48,3,Self-Employed,23481,11036,3,46,58,71,38,0,0,0,652
Anusha Rege,28,2,Salaried,11510,1151,2,32,46,77,43,0,0,0,728
Irya Chaudhari,59,2,Self-Employed,32331,5496,2,11,46,93,26,1,483718,0,869
Veda Samra,21,3,Self-Employed,27120,4339,2,79,64,98,26,0,0,0,700
Advika Nagi,23,1,Self-Employed,10159,3149,0,68,38,85,35,0,0,0,678
Krishna Yogi,33,1,Student,17093,0,1,65,52,73,31,1,305747,0,776
Nitara Narain,48,1,Salaried,10808,6052,2,44,40,82,21,0,0,0,668
Zansi Deshpande,45,1,Salaried,20831,2499,0,73,42,84,28,0,0,0,746
Kala Mane,53,1,Salaried,19056,4573,0,39,59,97,27,0,0,0,795
Ira Subramanian,58,1,Salaried,17132,2912,1,12,43,82,9,1,112168,1,804
Devansh Mutti,26,1,Salaried,16725,4181,1,82,44,70,47,0,0,0,641
Faras Sachdeva,52,2,Salaried,14120,4942,0,39,45,74,35,1,293837,0,775
Yashawini Mody,41,1,Salaried,20588,4735,1,19,55,95,15,0,0,0,783
Yadavi Sehgal,36,2,Self-Employed,29462,6481,0,11,60,96,26,1,227325,2,847
Jalsa Halder,41,2,Salaried,28007,12883,0,89,60,71,38,1,62803,0,629
Balveer Dasgupta,31,1,Self-Employed,17861,4286,1,52,47,89,35,0,0,0,719
Xalak Batta,57,3,Salaried,10000,2000,1,72,54,81,25,0,0,0,735
Ridhi Munshi,56,2,Salaried,24326,16298,0,35,44,96,44,0,0,0,716
Anmol Hans,55,1,Student,21362,7263,1,25,43,96,12,0,0,0,780
Wazir Deshpande,39,1,Salaried,17340,2601,0,60,58,95,33,0,0,0,765
Kashish Sharma,40,3,Self-Employed,31689,1267,1,88,53,80,48,1,287379,0,770
Yasti Palla,38,2,Self-Employed,38141,6865,0,83,39,70,16,1,326002,0,734
Rajeshri Magar,34,2,Salaried,46974,13152,0,34,52,79,11,0,0,0,724
Diya Mital,35,1,Salaried,54803,10412,2,33,45,79,7,0,0,0,725
Manya Chopra,51,2,Salaried,20441,12469,0,77,50,71,43,1,249918,1,678
Yatan Iyer,21,2,Student,63612,34350,1,92,52,85,38,0,0,0,595
Zaid Varughese,23,3,Student,17757,9766,0,62,59,76,8,0,0,0,618
Urmi Konda,36,2,Salaried,22772,4098,1,40,54,97,24,0,0,0,768
Gaurav Dora,43,1,Salaried,52032,4162,0,94,40,74,41,0,0,0,709
Azaan Banerjee,31,1,Salaried,14021,2663,3,40,46,88,31,0,0,0,719
Lakshmi Parmer,32,1,Self-Employed,29041,4936,3,58,66,81,38,0,0,0,693
Divya Nori,30,2,Self-Employed,39894,26728,0,49,40,70,33,0,0,0,607
Yagnesh Mani,52,1,Self-Employed,18316,8059,1,86,55,95,29,0,0,0,692
Onkar Merchant,36,2,Salaried,19961,6187,0,43,62,76,6,1,53191,0,707
Jeremiah Ganesh,28,2,Self-Employed,43876,26764,1,41,62,86,26,0,0,0,645
Victor Setty,58,1,Salaried,21062,14322,1,13,44,79,48,0,0,0,695
Nathaniel Taneja,32,2,Student,18573,2414,3,70,45,77,44,0,0,0,681
Ojasvi Sane,44,2,Student,12686,8499,1,58,59,90,42,0,0,0,651
Aradhana Bhalla,48,2,Student,16446,2795,2,91,48,99,17,1,499456,1,783
Unni Bora,28,3,Salaried,18115,6159,2,36,55,93,20,0,0,0,708
Peter Trivedi,48,2,Self-Employed,14856,10250,0,24,43,85,45,1,205490,0,738
Mugdha Khare,56,1,Self-Employed,48462,26169,2,78,56,81,8,0,0,0,649
Gagan Dhillon,46,3,Salaried,16186,5341,2,78,49,87,26,0,0,0,686
Maya Pradhan,28,2,Self-Employed,53364,3201,2,13,49,99,31,1,261156,1,849
Ira Saini,48,3,Self-Employed,57024,7983,2,10,52,73,8,1,345058,0,818
Dev Peri,48,2,Self-Employed,38378,22643,2,34,43,89,6,0,0,0,686
Faraj Nazareth,57,1,Salaried,18716,2807,2,45,51,82,40,0,0,0,764
Chaaya Gulati,56,1,Student,16844,11285,0,13,59,98,25,0,0,0,742
Faraj Wadhwa,47,2,Self-Employed,30130,3615,0,64,52,92,29,0,0,0,774
Chaitanya Mital,37,1,Student,22477,5394,1,54,64,88,11,0,0,0,725
Warda Chaudry,29,3,Salaried,24357,10229,0,78,49,83,25,0,0,0,652
Falguni Kulkarni,53,1,Self-Employed,41697,13343,2,34,48,84,25,0,0,0,738
Damyanti Menon,40,2,Self-Employed,11805,5902,2,19,53,82,16,0,0,0,691
Ekanta Sastry,33,2,Salaried,21267,7656,0,27,42,89,7,0,0,0,734
Odika Mall,48,2,Salaried,21473,6441,1,45,48,78,22,0,0,0,721
Luke Sastry,49,2,Self-Employed,23533,14119,0,92,45,85,36,0,0,0,639
Nathan Dyal,33,2,Self-Employed,34708,19436,3,41,53,81,34,0,0,0,634
Advay Sani,55,1,Student,73074,32883,0,52,65,81,39,1,496816,0,761
Mahika Warrior,26,1,Self-Employed,19920,5179,0,98,52,89,20,0,0,0,671
Wakeeta Kade,38,3,Salaried,30936,20727,1,61,52,93,30,0,0,0,644
Lucky Ramachandran,25,3,Student,13694,1232,0,48,57,76,45,1,64355,0,727
Falan Hayre,45,1,Salaried,23323,6297,3,27,53,83,17,1,390543,0,780
Adya Barad,22,1,Self-Employed,44852,22874,1,11,56,79,30,0,0,0,671
Lakshmi Mander,30,1,Salaried,25386,6346,2,55,53,82,43,0,0,0,689
Jagrati Rau,50,3,Salaried,54333,543,2,23,41,78,38,0,0,0,794
Hemal Pal,25,1,Student,16269,162,1,76,42,75,43,0,0,0,703
Ridhi Manda,53,1,Salaried,24631,2216,1,89,47,72,38,0,0,0,715
Geetika Raj,21,1,Salaried,11139,891,3,44,54,70,49,0,0,0,685
Vyanjana Pal,38,2,Salaried,38052,13698,0,24,36,92,16,0,0,0,751
Gaurav Nadkarni,52,3,Self-Employed,12672,5829,2,20,41,75,26,0,0,0,704
Xiti Bhavsar,31,1,Self-Employed,23349,12141,0,78,58,82,23,0,0,0,633
Upadhriti Chakraborty,41,1,Salaried,59277,36158,1,70,51,88,42,0,0,0,642
Kabir Wali,46,2,Salaried,29541,6499,1,72,59,79,16,1,420284,1,758
Anita D’Alia,45,1,Salaried,14742,6928,2,35,53,88,40,0,0,0,702
Fitan Mane,42,1,Salaried,10000,2300,2,99,65,86,17,0,0,0,677
Deepa Kara,47,3,Salaried,12766,765,3,29,48,89,21,0,0,0,785
Yochana Mutti,33,3,Salaried,27870,8361,1,44,71,79,38,0,0,0,699
Jasmit Mittal,53,3,Self-Employed,33640,7064,1,74,41,73,33,1,450121,1,758
Jhalak Rao,54,2,Salaried,21364,2136,0,29,56,76,23,1,336074,0,843
Abhimanyu Saha,55,1,Salaried,12021,5890,2,68,44,86,17,1,51917,0,677
Wahab Sidhu,21,3,Salaried,18851,11499,1,95,42,82,17,0,0,0,572
Kiaan Shan,41,1,Self-Employed,19327,3478,1,28,31,74,38,1,333369,0,792
Sachi Jaggi,26,1,Salaried,39440,3549,1,29,50,82,16,0,0,0,750
Mitali Sheth,48,1,Self-Employed,34190,10598,0,26,62,79,8,0,0,0,750
Anya Sandhu,37,3,Salaried,25597,10494,0,80,47,96,20,0,0,0,691
Kashvi Kothari,25,2,Salaried,37399,11219,3,89,49,71,37,0,0,0,604
Nirja Buch,51,1,Salaried,26597,13564,1,72,45,76,30,0,0,0,653
Ishita Vasa,25,1,Self-Employed,37842,10595,0,25,52,84,46,0,0,0,728
Urvi Srinivasan,58,3,Self-Employed,28549,15130,0,44,50,72,28,0,0,0,690
Ekta Sawhney,23,3,Self-Employed,26667,14666,1,13,48,97,24,0,0,0,699
Indira Thaman,43,2,Self-Employed,21649,2597,3,19,46,74,43,0,0,0,746
Kiaan Halder,57,1,Salaried,57833,39326,0,31,36,94,9,1,226018,2,766
Aashi Kashyap,57,2,Self-Employed,27604,9109,0,89,61,79,47,0,0,0,698
Neelima Sha,30,2,Salaried,18341,4585,1,57,62,79,32,0,0,0,691
Gautami Batta,30,3,Student,11591,6838,1,12,44,95,14,1,463207,1,750
Dayamai Grewal,39,1,Self-Employed,42007,26464,1,90,41,88,8,0,0,0,615
Gautami Palla,37,2,Salaried,20594,3089,0,15,51,87,37,0,0,0,790
Shravya Mukherjee,41,1,Salaried,24781,14620,3,57,49,71,34,0,0,0,605
Udyati Choudhary,34,2,Self-Employed,47061,2823,1,67,49,81,24,0,0,0,729
Janya Chanda,29,1,Salaried,28702,15212,0,22,55,70,19,0,0,0,660
Henry Peri,21,3,Self-Employed,28558,6282,0,40,60,87,27,0,0,0,725
Bakhshi Goswami,33,1,Salaried,27774,5277,3,56,51,81,31,0,0,0,693
Unni Hora,24,2,Salaried,23949,15327,3,48,56,76,41,0,0,0,586
Noah Parekh,21,2,Salaried,18203,2184,3,72,58,76,46,0,0,0,661
